Requirement,Cost,Benefit
R5367,52,66
R5368,44,85
R5369,29,97
R5370,58,90
R5371,72,12
R5372,25,57
R5373,48,58
R5374,8,96
R5375,82,19
R5376,8,60
R5377,86,34
R5378,17,73
R5379,8,9
R5380,43,19
R5381,28,21
R5382,66,39
R5383,11,32
R5384,6,46
R5385,98,12
R5386,77,70
R5387,77,21
R5388,29,17
R5389,32,39
R5390,45,41
R5391,18,7
R5392,71,54
R5393,22,92
R5394,73,70
R5395,85,98
R5396,7,99
R5397,20,5
R5398,3,65
R5399,24,59
R5400,91,9
R5401,18,2
R5402,0,77
R5403,39,27
R5404,44,18
R5405,45,28
R5406,24,65
R5407,90,72
R5408,13,59
R5409,49,96
R5410,90,63
R5411,94,77
R5412,73,23
R5413,7,38
R5414,82,48
R5415,71,89
R5416,28,24
R5417,77,92
R5418,15,27
R5419,95,46
R5420,11,4
R5421,96,45
R5422,78,74
R5423,25,85
R5424,29,68
R5425,99,90
R5426,14,85
R5427,12,79
R5428,90,59
R5429,80,41
R5430,13,93
R5431,78,61
R5432,58,9
R5433,24,85
R5434,14,37
R5435,60,72
R5436,39,11
R5437,98,13
R5438,21,84
R5439,20,32
R5440,59,54
R5441,96,64
R5442,37,91
R5443,96,78
R5444,25,48
R5445,59,85
R5446,2,97
R5447,30,7
R5448,34,84
R5449,35,32
R5450,34,82
R5451,5,36
R5452,26,85
R5453,37,70
R5454,73,63
R5455,41,67
R5456,49,84
R5457,94,1
R5458,92,43
R5459,79,22
R5460,7,37
R5461,76,44
R5462,87,17
R5463,65,44
R5464,96,82
R5465,74,12
R5466,84,84
R5467,19,29
R5468,57,24
R5469,67,22
R5470,25,6
R5471,5,70
R5472,2,43
R5473,74,25
R5474,64,6
R5475,14,59
R5476,19,24
R5477,50,5
R5478,17,5
R5479,62,17
R5480,93,98
R5481,26,16
R5482,91,33
R5483,9,4
R5484,27,40
R5485,63,74
R5486,31,30
R5487,40,71
R5488,34,45
R5489,68,93
R5490,52,6
R5491,29,55
R5492,64,70
R5493,18,94
R5494,24,66
R5495,76,78
R5496,9,75
R5497,38,61
R5498,73,95
R5499,75,3
R5500,5,76
R5501,84,73
R5502,4,67
R5503,86,8
R5504,93,87
R5505,11,13
R5506,99,6
R5507,71,15
R5508,83,30
R5509,90,46
R5510,81,3
R5511,30,68
R5512,63,37
R5513,18,71
R5514,100,97
R5515,70,31
R5516,73,24
R5517,89,51
R5518,50,6
R5519,82,17
R5520,3,57
R5521,18,63
R5522,84,4
R5523,19,27
R5524,76,95
R5525,84,75
R5526,52,42
R5527,100,56
R5528,77,92
R5529,13,17
R5530,97,92
R5531,42,63
R5532,23,29
R5533,58,28
R5534,59,12
R5535,31,52
R5536,28,52
R5537,92,8
R5538,78,21
R5539,85,98
R5540,10,72
R5541,70,11
R5542,83,75
R5543,44,66
R5544,96,64
R5545,78,26
R5546,26,68
R5547,64,50
R5548,38,10
R5549,8,6
R5550,41,12
R5551,73,4
R5552,40,50
R5553,15,27
R5554,95,5
R5555,61,59
R5556,99,14
R5557,82,43
R5558,59,16
R5559,58,26
R5560,73,92
R5561,91,47
R5562,1,78
R5563,1,40
R5564,27,27
R5565,46,58
R5566,29,98
R5567,39,63
R5568,6,88
R5569,89,56
R5570,11,63
R5571,15,28
R5572,91,29
R5573,3,86
R5574,47,19
R5575,19,16
R5576,64,1
R5577,96,91
R5578,75,36
R5579,13,92
R5580,47,83
R5581,68,70
R5582,38,65
R5583,88,59
R5584,70,99
R5585,3,79
R5586,10,73
R5587,53,5
R5588,12,52
R5589,93,93
R5590,48,65
R5591,13,99
R5592,29,49
R5593,53,53
R5594,60,6
R5595,25,93
R5596,76,88
R5597,16,56
R5598,42,67
R5599,46,29
R5600,58,54
R5601,64,54
R5602,21,93
R5603,25,55
R5604,47,18
R5605,13,35
R5606,83,42
R5607,20,46
R5608,80,45
R5609,85,56
R5610,31,96
R5611,20,25
R5612,70,39
R5613,45,88
R5614,67,72
R5615,43,58
R5616,28,97
R5617,54,51
R5618,65,82
R5619,77,59
R5620,94,60
R5621,45,76
R5622,95,41
R5623,50,90
R5624,53,69
R5625,97,92
R5626,98,98
R5627,45,88
R5628,54,56
R5629,65,87
R5630,36,30
R5631,1,1
R5632,77,12
R5633,78,86
R5634,87,84
R5635,1,24
R5636,76,92
R5637,86,17
R5638,61,37
R5639,0,59
R5640,44,18
R5641,93,60
R5642,66,13
R5643,10,59
R5644,6,58
R5645,7,16
R5646,2,88
R5647,68,68
R5648,84,27
R5649,80,35
R5650,89,94
R5651,80,28
R5652,85,99
R5653,41,49
R5654,45,74
R5655,72,17
R5656,63,96
R5657,38,77
R5658,67,88
R5659,58,74
R5660,60,80
R5661,63,54
R5662,89,64
R5663,64,5
R5664,80,42
R5665,5,87
R5666,96,77
R5667,73,14
R5668,79,47
R5669,43,100
R5670,90,26
R5671,30,45
R5672,10,68
R5673,42,72
R5674,60,22
R5675,90,88
R5676,62,20
R5677,12,4
R5678,92,22
R5679,100,13
R5680,27,57
R5681,10,59
R5682,80,52
R5683,85,90
R5684,50,94
R5685,17,13
R5686,56,46
R5687,62,59
R5688,89,10
R5689,57,88
R5690,67,36
R5691,6,57
R5692,9,87
R5693,24,61
R5694,92,66
R5695,25,62
R5696,16,74
R5697,39,68
R5698,51,86
R5699,42,55
R5700,79,78
R5701,46,79
R5702,4,92
R5703,16,13
R5704,18,4
R5705,34,40
R5706,59,40
R5707,37,47
R5708,86,93
R5709,45,99
R5710,59,87
R5711,32,35
R5712,43,51
R5713,21,88
R5714,7,13
R5715,61,52
R5716,59,60
R5717,82,6
R5718,17,77
R5719,66,32
R5720,99,28
R5721,57,17
R5722,27,21
R5723,8,17
R5724,33,36
R5725,66,62
R5726,29,80
R5727,62,51
R5728,74,62
R5729,7,96
R5730,60,43
R5731,55,16
R5732,72,35
R5733,55,25
R5734,60,64
R5735,53,25
R5736,77,39
R5737,37,28
R5738,85,78
R5739,41,45
R5740,29,68
R5741,3,9
R5742,44,14
R5743,31,3
R5744,81,53
R5745,88,82
R5746,3,57
R5747,80,88
R5748,98,18
R5749,100,97
R5750,31,54
R5751,65,35
R5752,80,40
R5753,51,63
R5754,12,29
R5755,17,70
R5756,99,46
R5757,98,46
R5758,68,29
R5759,2,80
R5760,43,0
R5761,5,64
R5762,99,20
R5763,89,13
R5764,22,56
R5765,77,81
R5766,37,73
R5767,54,74
R5768,7,81
R5769,4,7
R5770,2,76
R5771,14,33
R5772,98,68
R5773,52,100
R5774,94,54
R5775,100,67
R5776,11,22
R5777,37,84
R5778,10,95
R5779,0,19
R5780,99,61
R5781,73,56
R5782,25,100
R5783,81,11
R5784,76,30
R5785,75,96
R5786,54,36
R5787,69,99
R5788,61,67
R5789,28,32
R5790,56,90
R5791,31,34
R5792,38,41
R5793,94,59
R5794,48,20
R5795,30,69
R5796,37,47
R5797,8,19
R5798,83,19
R5799,51,98
R5800,87,26
R5801,12,50
R5802,18,63
R5803,8,58
R5804,63,90
R5805,21,70
R5806,12,81
R5807,72,77
R5808,45,89
R5809,84,29
R5810,61,5
R5811,80,27
R5812,66,53
R5813,12,73
R5814,16,85
R5815,29,69
R5816,57,0
R5817,90,97
R5818,43,9
R5819,88,63
R5820,0,20
R5821,7,68
R5822,93,12
R5823,7,93
R5824,79,99
R5825,6,15
R5826,6,19
R5827,83,75
R5828,8,61
R5829,73,64
R5830,5,38
R5831,16,49
R5832,0,68
R5833,33,35
R5834,61,72
R5835,83,6
R5836,96,67
R5837,51,61
R5838,42,68
R5839,36,22
R5840,11,75
R5841,97,46
R5842,8,23
R5843,75,93
R5844,62,84
R5845,67,74
R5846,68,41
R5847,41,36
R5848,7,0
R5849,13,80
R5850,8,45
R5851,24,23
R5852,53,26
R5853,49,82
R5854,8,8
R5855,81,97
R5856,27,48
R5857,43,96
R5858,82,39
R5859,61,6
R5860,67,98
R5861,79,94
R5862,28,27
R5863,8,88
R5864,70,32
R5865,19,23
R5866,62,89
R5867,31,81
R5868,29,69
R5869,35,57
R5870,59,49
R5871,8,38
R5872,54,73
R5873,53,16
R5874,54,56
R5875,66,22
R5876,78,51
R5877,81,50
R5878,38,100
R5879,1,59
R5880,78,44
R5881,8,7
R5882,27,83
R5883,41,21
R5884,35,53
R5885,51,91
R5886,62,90
R5887,33,44
R5888,84,82
R5889,21,96
R5890,14,76
R5891,84,97
R5892,85,60
R5893,99,49
R5894,99,89
R5895,5,33
R5896,92,79
R5897,91,83
R5898,58,81
R5899,6,93
R5900,9,71
R5901,13,72
R5902,5,40
R5903,0,18
R5904,97,80
R5905,53,61
R5906,64,58
R5907,80,100
R5908,72,98
R5909,69,71
R5910,25,13
R5911,16,41
R5912,87,12
R5913,54,35
R5914,87,92
R5915,64,64
R5916,92,35
R5917,77,77
R5918,23,38
R5919,8,50
R5920,12,90
R5921,52,47
R5922,23,14
R5923,20,68
R5924,33,78
R5925,18,85
R5926,29,7
R5927,7,9
R5928,76,14
R5929,42,78
R5930,52,60
R5931,27,92
R5932,3,72
R5933,4,32
R5934,4,53
R5935,86,14
R5936,19,87
R5937,27,83
R5938,77,61
R5939,94,100
R5940,87,5
R5941,28,49
R5942,30,47
R5943,41,60
R5944,28,61
R5945,58,40
R5946,41,40
R5947,57,49
R5948,99,37
R5949,88,73
R5950,26,60
R5951,36,86
R5952,85,100
R5953,41,66
R5954,9,51
R5955,91,58
R5956,9,78
R5957,33,24
R5958,23,80
R5959,18,77
R5960,8,47
R5961,9,81
R5962,64,34
R5963,51,68
R5964,7,50
R5965,10,19
R5966,69,96
R5967,79,63
R5968,11,6
R5969,32,32
R5970,6,37
R5971,5,58
R5972,43,55
R5973,28,12
R5974,14,86
R5975,27,85
R5976,84,41
R5977,49,48
R5978,64,27
R5979,86,100
R5980,99,15
R5981,4,90
R5982,42,10
R5983,47,19
R5984,18,72
R5985,86,73
R5986,21,85
R5987,1,98
R5988,81,53
R5989,77,38
R5990,31,39
R5991,65,31
R5992,37,15
R5993,94,10
R5994,10,83
R5995,69,68
R5996,67,98
R5997,70,66
R5998,74,42
R5999,85,29
R6000,96,6
R6001,8,7
R6002,66,75
R6003,62,99
R6004,38,1
R6005,35,21
R6006,85,73
R6007,32,16
R6008,52,14
R6009,63,83
R6010,50,71
R6011,45,41
R6012,57,43
R6013,63,21
R6014,72,60
R6015,9,12
R6016,43,28
R6017,22,93
R6018,6,23
R6019,68,25
R6020,20,57
R6021,69,35
R6022,94,36
R6023,95,19
R6024,81,91
R6025,9,21
R6026,73,25
R6027,22,52
R6028,66,59
R6029,43,11
R6030,46,81
R6031,64,25
R6032,94,54
R6033,26,99
R6034,16,94
R6035,39,20
R6036,85,50
R6037,26,45
R6038,100,66
R6039,20,82
R6040,43,63
R6041,22,7
R6042,82,91
R6043,39,16
R6044,38,82
R6045,56,51
R6046,39,34
R6047,33,6
R6048,52,94
R6049,40,93
R6050,62,62
R6051,58,13
R6052,3,53
R6053,96,65
R6054,77,77
R6055,10,49
R6056,70,26
R6057,98,68
R6058,60,45
R6059,88,20
R6060,4,50
R6061,46,56
R6062,83,97
R6063,27,1
R6064,44,35
R6065,26,35
R6066,47,70
R6067,23,76
R6068,36,16
R6069,59,73
R6070,68,30
R6071,19,97
R6072,87,91
R6073,43,23
R6074,55,41
R6075,88,84
R6076,50,52
R6077,2,77
R6078,68,4
R6079,88,35
R6080,87,4
R6081,14,0
R6082,66,32
R6083,100,95
R6084,96,57
R6085,35,63
R6086,6,93
R6087,56,61
R6088,3,72
R6089,19,73
R6090,24,81
R6091,40,89
R6092,98,38
R6093,26,60
R6094,30,76
R6095,24,8
R6096,73,45
R6097,15,20
R6098,37,33
R6099,43,8
R6100,100,16
R6101,3,5
R6102,9,41
R6103,75,42
R6104,50,11
R6105,89,62
R6106,58,84
R6107,97,44
R6108,76,66
R6109,45,100
R6110,24,71
R6111,52,64
R6112,4,7
R6113,65,84
R6114,83,72
R6115,9,44
R6116,31,4
R6117,28,95
R6118,84,57
R6119,60,19
R6120,7,11
R6121,86,71
R6122,41,61
R6123,85,63
R6124,6,56
R6125,42,84
R6126,15,34
R6127,17,83
R6128,2,62
R6129,24,91
R6130,54,44
R6131,61,43
R6132,81,47
R6133,62,13
R6134,68,95
R6135,20,4
R6136,58,2
R6137,3,69
R6138,47,69
R6139,9,60
R6140,23,9
R6141,99,34
R6142,49,4
R6143,56,84
R6144,77,49
R6145,12,95
R6146,75,88
R6147,51,88
R6148,54,46
R6149,85,88
R6150,97,75
R6151,45,100
R6152,38,59
R6153,71,34
R6154,12,10
R6155,44,71
R6156,20,64
R6157,86,71
R6158,78,7
R6159,50,84
R6160,69,86
R6161,24,69
R6162,95,40
R6163,60,81
R6164,47,88
R6165,49,14
R6166,88,27
R6167,80,75
R6168,30,76
R6169,10,6
R6170,76,53
R6171,30,27
R6172,81,53
R6173,66,7
R6174,37,15
R6175,42,32
R6176,80,52
R6177,18,27
R6178,22,3
R6179,49,100
R6180,39,26
R6181,100,58
R6182,28,48
R6183,20,66
R6184,63,41
R6185,20,96
R6186,25,45
R6187,68,14
R6188,68,71
R6189,19,67
R6190,11,93
R6191,45,65
R6192,81,59
R6193,24,70
R6194,73,0
R6195,53,1
R6196,58,70
R6197,99,12
R6198,46,7
R6199,61,38
R6200,83,15
R6201,62,96
R6202,19,37
R6203,55,50
R6204,20,59
R6205,4,27
R6206,100,41
R6207,24,6
R6208,72,28
R6209,53,12
R6210,26,82
R6211,89,28
R6212,23,29
R6213,20,31
R6214,13,45
R6215,69,35
R6216,44,86
R6217,19,91
R6218,40,85
R6219,39,52
R6220,20,86
R6221,10,27
R6222,88,59
R6223,55,27
R6224,56,27
R6225,82,76
R6226,76,65
R6227,18,6
R6228,76,25
R6229,58,62
R6230,75,43
R6231,37,55
R6232,50,29
R6233,24,65
R6234,59,64
R6235,16,94
R6236,61,71
R6237,53,28
R6238,88,3
R6239,68,70
R6240,99,74
R6241,59,28
R6242,71,83
R6243,86,8
R6244,75,16
R6245,100,45
R6246,97,90
R6247,64,46
R6248,31,14
R6249,15,99
R6250,33,67
R6251,29,37
R6252,18,61
R6253,19,10
R6254,44,72
R6255,2,42
R6256,94,40
R6257,45,55
R6258,97,26
R6259,91,10
R6260,79,71
R6261,9,52
R6262,15,86
R6263,88,0
R6264,68,40
R6265,72,73
R6266,17,39
R6267,62,71
R6268,25,36
R6269,89,18
R6270,69,78
R6271,33,10
R6272,59,55
R6273,100,9
R6274,77,36
R6275,7,7
R6276,71,45
R6277,52,21
R6278,41,77
R6279,70,36
R6280,75,83
R6281,3,99
R6282,0,44
R6283,29,48
R6284,54,18
R6285,47,76
R6286,19,84
R6287,21,22
R6288,31,62
R6289,45,55
R6290,80,95
R6291,13,97
R6292,24,11
R6293,87,59
R6294,88,24
R6295,2,97
R6296,80,54
R6297,62,46
R6298,60,15
R6299,45,22
R6300,56,17
R6301,100,51
R6302,7,96
R6303,33,65
R6304,58,61
R6305,38,39
R6306,16,54
R6307,51,86
R6308,56,58
R6309,64,88
R6310,66,42
R6311,5,91
R6312,87,92
R6313,32,65
R6314,15,50
R6315,16,7
R6316,54,11
R6317,14,94
R6318,70,12
R6319,47,22
R6320,28,25
R6321,94,5
R6322,35,71
R6323,13,95
R6324,44,4
R6325,75,45
R6326,27,69
R6327,70,35
R6328,3,30
R6329,9,46
R6330,52,91
R6331,32,79
R6332,54,27
R6333,94,50
R6334,51,71
R6335,97,30
R6336,22,7
R6337,72,12
R6338,18,12
R6339,17,22
R6340,67,92
R6341,22,100
R6342,44,34
R6343,0,10
R6344,48,72
R6345,36,38
R6346,87,77
R6347,31,69
R6348,76,69
R6349,87,19
R6350,43,80
R6351,4,65
R6352,11,19
R6353,54,91
R6354,67,100
R6355,72,80
R6356,54,47
R6357,12,92
R6358,6,100
R6359,63,23
R6360,58,4
R6361,11,97
R6362,39,15
R6363,96,54
R6364,8,93
R6365,54,93
R6366,67,15
R6367,14,66
R6368,3,1
R6369,23,42
R6370,28,56
R6371,39,2
R6372,41,6
R6373,45,13
R6374,19,63
R6375,5,71
R6376,49,19
R6377,64,100
R6378,67,59
R6379,72,83
R6380,73,75
R6381,71,58
R6382,49,74
R6383,83,90
R6384,74,100
R6385,92,7
R6386,70,55
R6387,48,76
R6388,73,25
R6389,76,54
R6390,51,63
R6391,46,25
R6392,4,74
R6393,70,60
R6394,53,73
R6395,77,68
R6396,22,35
R6397,62,61
R6398,4,83
R6399,75,28
R6400,76,64
R6401,64,6
R6402,33,89
R6403,73,47
R6404,55,88
R6405,61,19
R6406,86,18
R6407,32,43
R6408,77,58
R6409,59,66
R6410,85,68
R6411,12,62
R6412,9,31
R6413,26,93
R6414,51,71
R6415,8,30
R6416,67,91
R6417,58,53
R6418,41,81
R6419,32,100
R6420,45,80
R6421,60,6
R6422,85,71
R6423,8,30
R6424,61,37
R6425,37,87
R6426,79,63
R6427,69,85
R6428,59,57
R6429,73,74
R6430,89,0
R6431,4,52
R6432,89,45
R6433,87,39
R6434,6,66
R6435,80,23
R6436,90,86
R6437,56,0
R6438,27,14
R6439,14,3
R6440,80,95
R6441,100,76
R6442,78,42
R6443,14,72
R6444,39,12
R6445,72,60
R6446,87,82
R6447,32,45
R6448,21,43
R6449,63,63
R6450,30,53
R6451,88,80
R6452,40,11
R6453,49,49
R6454,57,84
R6455,25,35
R6456,66,93
R6457,87,75
R6458,80,76
R6459,21,47
R6460,46,3
R6461,20,13
R6462,64,27
R6463,48,2
R6464,89,97
R6465,41,56
R6466,10,71
R6467,58,63
R6468,47,36
R6469,41,55
R6470,75,13
R6471,96,33
R6472,66,61
R6473,1,36
R6474,44,38
R6475,64,42
R6476,8,16
R6477,55,95
R6478,8,87
R6479,92,79
R6480,52,92
R6481,5,87
R6482,65,44
R6483,17,89
R6484,30,96
R6485,49,100
R6486,37,22
R6487,72,99
R6488,34,1
R6489,6,98
R6490,73,20
R6491,7,74
R6492,11,27
R6493,11,48
R6494,66,8
R6495,90,6
R6496,12,1
R6497,30,1
R6498,97,16
R6499,13,45
R6500,99,18
R6501,5,64
R6502,65,85
R6503,77,18
R6504,53,57
R6505,8,93
R6506,17,40
R6507,68,6
R6508,48,8
R6509,72,57
R6510,88,68
R6511,77,43
R6512,30,92
R6513,61,75
R6514,48,33
R6515,27,5
R6516,37,99
R6517,76,55
R6518,64,37
R6519,66,9
R6520,6,65
R6521,57,20
R6522,7,81
R6523,13,72
R6524,71,44
R6525,11,74
R6526,23,79
R6527,22,54
R6528,61,30
R6529,58,21
R6530,23,7
R6531,81,4
R6532,22,53
R6533,8,98
R6534,49,23
R6535,18,62
R6536,81,7
R6537,73,21
R6538,37,28
R6539,8,67
R6540,25,47
R6541,83,62
R6542,5,32
R6543,8,59
R6544,6,25
R6545,100,99
R6546,6,49
R6547,6,71
R6548,62,83
R6549,65,65
R6550,86,69
R6551,70,57
R6552,56,72
R6553,45,6
R6554,31,30
R6555,90,49
R6556,39,40
R6557,88,85
R6558,41,33
R6559,84,82
R6560,82,94
R6561,77,94
R6562,39,65
R6563,68,28
R6564,31,85
R6565,82,6
R6566,29,88
R6567,7,65
R6568,49,53
R6569,0,57
R6570,45,69
R6571,15,11
R6572,57,79
R6573,89,25
R6574,37,19
R6575,63,59
R6576,95,29
R6577,55,98
R6578,1,71
R6579,41,60
R6580,76,69
R6581,80,42
R6582,58,31
R6583,80,46
R6584,22,59
R6585,33,85
R6586,42,3
R6587,27,14
R6588,6,6
R6589,80,0
R6590,20,17
R6591,41,89
R6592,16,7
R6593,87,15
R6594,17,66
R6595,62,19
R6596,62,58
R6597,35,2
R6598,91,95
R6599,71,28
R6600,43,94
R6601,82,97
R6602,1,38
R6603,8,1
R6604,7,16
R6605,93,1
R6606,67,77
R6607,53,42
R6608,85,77
R6609,92,9
R6610,26,50
R6611,46,26
R6612,7,60
R6613,5,20
R6614,6,96
R6615,45,88
R6616,70,74
R6617,30,7
R6618,74,93
R6619,82,38
R6620,39,74
R6621,63,87
R6622,59,79
R6623,8,73
R6624,75,29
R6625,29,89
R6626,54,14
R6627,94,4
R6628,87,19
R6629,11,6
R6630,51,49
R6631,31,11
R6632,23,27
R6633,17,75
R6634,64,25
R6635,60,4
R6636,54,52
R6637,95,85
R6638,15,55
R6639,78,27
R6640,5,57
R6641,59,66
R6642,2,61
R6643,57,94
R6644,48,50
R6645,75,79
R6646,71,52
R6647,8,30
R6648,98,57
R6649,47,33
R6650,0,37
R6651,42,36
R6652,27,95
R6653,63,99
R6654,51,75
R6655,54,57
R6656,67,47
R6657,38,88
R6658,21,40
R6659,94,48
R6660,82,6
R6661,42,9
R6662,75,87
R6663,35,54
R6664,0,12
R6665,67,25
R6666,91,75
R6667,40,26
R6668,0,18
R6669,36,98
R6670,73,59
R6671,91,93
R6672,23,40
R6673,38,41
R6674,57,10
R6675,86,5
R6676,19,36
R6677,76,22
R6678,84,7
R6679,73,63
R6680,18,80
R6681,44,66
R6682,3,71
R6683,37,43
R6684,40,18
R6685,39,14
R6686,78,75
R6687,96,17
R6688,16,56
R6689,55,59
R6690,49,16
R6691,74,78
R6692,95,38
R6693,52,71
R6694,78,16
R6695,56,85
R6696,39,89
R6697,56,100
R6698,67,72
R6699,7,68
R6700,23,11
R6701,42,79
R6702,81,67
R6703,24,10
R6704,88,77
R6705,51,35
R6706,74,30
R6707,60,75
R6708,65,74
R6709,62,49
R6710,33,75
R6711,28,3
R6712,92,16
R6713,66,59
R6714,60,97
R6715,82,53
R6716,64,69
R6717,84,70
R6718,85,47
R6719,61,21
R6720,83,39
R6721,89,10
R6722,97,36
R6723,61,16
R6724,95,50
R6725,95,65
R6726,86,18
R6727,14,21
R6728,21,18
R6729,13,82
R6730,91,65
R6731,33,36
R6732,75,75
R6733,20,11
R6734,74,65
R6735,78,38
R6736,9,12
R6737,55,34
R6738,85,45
R6739,24,86
R6740,99,74
R6741,11,20
R6742,22,7
R6743,0,47
R6744,43,0
R6745,36,35
R6746,93,46
R6747,40,6
R6748,65,98
R6749,49,36
R6750,56,84
R6751,99,36
R6752,97,90
R6753,17,25
R6754,12,55
R6755,99,26
R6756,18,34
R6757,12,57
R6758,25,0
R6759,84,71
R6760,98,66
R6761,91,90
R6762,52,9
R6763,39,86
R6764,75,9
R6765,17,33
R6766,52,7
R6767,25,3
R6768,95,98
R6769,1,78
R6770,2,11
R6771,69,21
R6772,83,7
R6773,19,40
R6774,86,78
R6775,26,71
R6776,84,38
R6777,82,39
R6778,42,2
R6779,52,10
R6780,12,7
R6781,38,3
R6782,79,2
R6783,53,58
R6784,56,42
R6785,1,34
R6786,92,79
R6787,70,15
R6788,9,96
R6789,88,39
R6790,100,47
R6791,40,74
R6792,64,85
R6793,16,37
R6794,33,30
R6795,44,47
R6796,97,100
R6797,0,55
R6798,37,9
R6799,22,75
R6800,4,23
R6801,79,38
R6802,32,0
R6803,12,17
R6804,93,17
R6805,72,78
R6806,29,0
R6807,89,34
R6808,47,53
R6809,41,44
R6810,0,85
R6811,81,15
R6812,62,98
R6813,10,14
R6814,30,84
R6815,63,65
R6816,49,12
R6817,96,81
R6818,20,90
R6819,40,8
R6820,83,37
R6821,14,89
R6822,92,92
R6823,46,20
R6824,2,42
R6825,0,91
R6826,6,89
R6827,82,81
R6828,45,42
R6829,100,7
R6830,58,23
R6831,99,68
R6832,42,86
R6833,26,33
R6834,52,25
R6835,44,6
R6836,40,12
R6837,90,98
R6838,65,87
R6839,39,68
R6840,93,85
R6841,72,86
R6842,96,51
R6843,86,82
R6844,26,98
R6845,57,92
R6846,96,28
R6847,17,64
R6848,66,9
R6849,50,40
R6850,83,55
R6851,100,99
R6852,37,36
R6853,5,15
R6854,64,47
R6855,14,17
R6856,39,65
R6857,35,78
R6858,49,31
R6859,100,96
R6860,56,23
R6861,2,53
R6862,63,11
R6863,72,66
R6864,54,31
R6865,89,61
R6866,8,68
R6867,95,23
R6868,95,19
R6869,57,93
R6870,33,51
R6871,53,86
R6872,28,48
R6873,43,53
R6874,50,61
R6875,59,40
R6876,73,65
R6877,20,93
R6878,36,75
R6879,2,28
R6880,73,30
R6881,74,73
R6882,21,66
R6883,23,32
R6884,78,45
R6885,12,44
R6886,6,67
R6887,81,49
R6888,64,77
R6889,89,93
R6890,90,29
R6891,87,15
R6892,28,65
R6893,17,80
R6894,17,7
R6895,65,38
R6896,8,72
R6897,46,93
R6898,14,24
R6899,59,62
R6900,53,3
R6901,8,74
R6902,19,84
R6903,29,63
R6904,54,82
R6905,22,1
R6906,9,65
R6907,80,75
R6908,83,67
R6909,58,19
R6910,54,43
R6911,45,58
R6912,77,50
R6913,47,91
R6914,62,97
R6915,31,51
R6916,79,13
R6917,13,6
R6918,85,20
R6919,13,62
R6920,78,25
R6921,18,92
R6922,45,17
R6923,66,79
R6924,3,21
R6925,16,27
R6926,2,39
R6927,6,48
R6928,45,15
R6929,28,91
R6930,58,19
R6931,85,1
R6932,79,35
R6933,7,13
R6934,28,47
R6935,2,97
R6936,12,57
R6937,59,1
R6938,16,56
R6939,97,35
R6940,97,31
R6941,9,18
R6942,51,29
R6943,73,5
R6944,41,38
R6945,36,60
R6946,89,28
R6947,68,90
R6948,53,47
R6949,88,43
R6950,78,4
R6951,6,44
R6952,25,39
R6953,79,46
R6954,79,53
R6955,32,28
R6956,45,100
R6957,9,34
R6958,92,42
R6959,57,88
R6960,100,66
R6961,47,21
R6962,56,1
R6963,11,80
R6964,51,53
R6965,23,19
R6966,18,22
R6967,23,97
R6968,11,79
R6969,16,64
R6970,28,2
R6971,37,68
R6972,52,42
R6973,73,48
R6974,73,73
R6975,40,83
R6976,5,59
R6977,95,53
R6978,18,22
R6979,1,64
R6980,66,42
R6981,14,45
R6982,37,73
R6983,66,22
R6984,28,36
R6985,25,89
R6986,24,100
R6987,95,21
R6988,43,45
R6989,82,80
R6990,71,93
R6991,94,1
R6992,75,71
R6993,0,16
R6994,76,99
R6995,39,64
R6996,61,53
R6997,89,30
R6998,26,91
R6999,83,34
R7000,54,5
R7001,69,68
R7002,37,16
R7003,5,76
R7004,53,9
R7005,66,57
R7006,15,31
R7007,76,71
R7008,91,11
R7009,55,99
R7010,30,30
R7011,63,26
R7012,87,57
R7013,2,1
R7014,79,60
R7015,61,30
R7016,66,66
R7017,34,18
R7018,89,37
R7019,1,39
R7020,38,84
R7021,44,81
R7022,30,42
R7023,56,69
R7024,46,31
R7025,62,9
R7026,36,73
R7027,25,48
R7028,6,39
R7029,90,1
R7030,78,36
R7031,52,14
R7032,17,7
R7033,92,44
R7034,72,37
R7035,75,8
R7036,92,14
R7037,5,3
R7038,22,98
R7039,92,78
R7040,21,10
R7041,15,50
R7042,52,16
R7043,97,32
R7044,57,39
R7045,38,66
R7046,52,97
R7047,90,20
R7048,93,0
R7049,54,90
R7050,65,98
R7051,61,48
R7052,5,15
R7053,51,84
R7054,64,72
R7055,82,16
R7056,51,5
R7057,91,12
R7058,20,90
R7059,29,70
R7060,35,90
R7061,82,57
R7062,72,35
R7063,49,8
R7064,97,33
R7065,35,49
R7066,32,18
R7067,34,29
R7068,57,24
R7069,29,84
R7070,10,93
R7071,41,29
R7072,94,3
R7073,14,56
R7074,8,14
R7075,8,81
R7076,86,6
R7077,27,48
R7078,24,80
R7079,11,10
R7080,67,24
R7081,48,77
R7082,50,24
R7083,54,19
R7084,37,43
R7085,77,43
R7086,53,2
R7087,68,80
R7088,73,68
R7089,39,96
R7090,87,87
R7091,29,58
R7092,66,54
R7093,23,89
R7094,69,50
R7095,30,74
R7096,34,81
R7097,0,30
R7098,46,31
R7099,98,91
R7100,49,30
R7101,54,64
R7102,10,29
R7103,82,79
R7104,76,84
R7105,36,46
R7106,25,5
R7107,38,30
R7108,3,56
R7109,66,29
R7110,61,77
R7111,34,20
R7112,19,15
R7113,28,76
R7114,3,53
